id,serial,gridID,userID,create_at,unixTime,poiid,long,lat,text,emoValue
3954061558818421,2855,127,2679206881,"2016-03-17 17:00:00",1458205200,8008631011200000010,121.352,31.1534,"分享图片 http://t.cn/R2WJCKa",0
3954061571124872,8628,155,3720463692,"2016-03-17 17:00:04",1458205204,8008631011400000015,121.301,31.2663,"?          男人

挑男人没别的，就是要疼你。  

任他再有钱、再有才华、再帅、口才再好、智慧再高、能力再强、孝顺感动天、大爱助众生。         不疼你，一点屁用都没有！[嘻嘻] http://t.cn/R2WiyDZ",5
3954061571412186,4893,142,1263155834,"2016-03-17 17:00:04",1458205204,8008631011200000066,121.33,31.1984,"就要说再见了。 http://t.cn/Ry4e94i",0
3954061575616304,10274,160,2647093213,"2016-03-17 17:00:05",1458205205,B209445CD76DA3FC469B,121.533,31.271,"一整天的评估和测试早已饥肠辘辘，唯一的解决办法就是----吃！@OneFit喻才杰Tyson @mercy3737 @都说爱情美VIVI @freeman林子易 @Freeman_野兽 @OneFit健身学院 @crossfit新人刘大汉 http://t.cn/RUrrOdt",1
3954061617621283,3851,130,2864981200,"2016-03-17 17:00:14",1458205214,8008631010100000055,121.493,31.184,"天天就是带着你吃喝玩[笑哈哈][笑哈哈] http://t.cn/RUdPDF9",0
3954061658821998,3937,131,2657505003,"2016-03-17 17:00:25",1458205225,B2094655D264A1FB429E,121.549,31.172,"似水流年，岁月流逝，世界因季节轮回而更加美好。金秋时节，硕果累累，洒下的汗水、付出的心血，绘制成一幅幅色彩斑斓的精美绝版图。生命因独有而珍贵，人生因经历而富有。浅浅时光，几许温暖，细品岁月的静好，在聚散得失中感悟人生，静守流年，我自清欢！ http://t.cn/8spjfqe",4
3954061705947323,3936,131,5559231420,"2016-03-17 17:00:35",1458205235,B2094655D268A2FE479C,121.535,31.1673,"东书房路营业厅本月总量165台，621销售1存台，p8青春版销售6台库存8，有 oppo，步步高，海信促销员@上海耀煜电子科技有限公司 http://t.cn/R71sQju",1
3954061730643781,9449,158,5867553612,"2016-03-17 17:00:41",1458205241,8008631010700000015,121.437,31.2433,"#四月赏花季#短发好看还是长发好看 http://t.cn/R2WJ8Wv",2
3954061735338304,4417,136,2021304457,"2016-03-17 17:00:43",1458205243,B2094757D06AA4FB429D,121.808,31.153,"➕机组肥家辣[喵喵] http://t.cn/z8LnTFU",-2
3954061747556991,2854,127,3934962833,"2016-03-17 17:00:45",1458205245,8008631011200000010,121.348,31.1616,"曾经住过多年的小区，还是那样熟悉的味道 http://t.cn/R2WJCKa",0
3954061756325984,3660,129,5729612588,"2016-03-17 17:00:47",1458205247,B2094757D065A2FD479A,121.435,31.1749,"我难过，是因为我执迷不悟！我开心，是因为命运把最美好的都给了我！我太自私了，明明得到了却还想要更多～ http://t.cn/RvxLOUN",-4
3954061898819992,11580,172,3636969531,"2016-03-17 17:01:22",1458205282,B2094757D06FA3FD419E,121.52,31.3142,"口号是什么？团结友爱互助成长。既然决定了要一起做清明的活动，为什么不能团结友爱。 http://t.cn/z8AtuVX",7
3954061923462877,3659,129,1835718665,"2016-03-17 17:01:28",1458205288,8008631000000000000,121.443,31.1852,"让我安安静静的装个逼！☕️ http://t.cn/Ryhaa6H",0
3954061936052994,8429,148,5641873551,"2016-03-17 17:01:30",1458205290,B2094654DA6AAAFC499D,121.655,31.2273,"明天就要上班了，赚钱养人啊！ http://t.cn/z853Clc",1
3954061936055630,5390,143,3120775623,"2016-03-17 17:01:31",1458205291,8008631000000000000,121.407,31.2114,"是有多虚弱，上了一天班直接走不动，在便利店休息了半个多小时，才去坐地铁，白长了这么多肉了[泪] http://t.cn/Ryhaa6H",1
3954061940425674,10540,162,2036773594,"2016-03-17 17:01:32",1458205292,B2094654DB6BA1FA469B,121.648,31.2635,"#黄有人和许钢管#今天是钢管有人日，xswl！许钢管简直了，没谁了！这个我给满分，不怕你骄傲！@许魏洲ZZ http://t.cn/RZJCzdS",-1
3954061961418154,5389,143,2308227373,"2016-03-17 17:01:37",1458205297,8008631000000000000,121.389,31.2352,"办公室一角[鼓掌] http://t.cn/Ryhaa6H",0
3954061985984920,1472,96,3278007201,"2016-03-17 17:01:43",1458205303,8008631011201000000,121.531,31.0654,".️上联： “傻傻”的来， “傻傻”的干， “傻傻”的挣了几百万.️.. .️下联： “精明“”的算， “精明”的看， “精明”的算成了穷光蛋.️..  .️横批： 相信就干，不相信就看！ ，2016，玩命干… http://t.cn/R2dLIgV",-4
3954061986981819,2455,118,5408266848,"2016-03-17 17:01:43",1458205303,8008631011525000000,121.645,31.1166,"周浦花海！ http://t.cn/R2dLMpC",0
3954061990068220,3658,129,3831399773,"2016-03-17 17:01:44",1458205304,B2094750D565A2FE4692,121.457,31.1705,"明天要去武汉喏……好激动[心][鲜花]??? http://t.cn/z86TPQ0",-1
3954061990805026,12135,188,5296470508,"2016-03-17 17:01:44",1458205304,B2094757D06FA4FD4692,121.352,31.4212,"宝宝的新发型可爱吗haha[思考][思考] http://t.cn/z8AqbIG",2
3954062028958309,8320,147,5819753902,"2016-03-17 17:01:52",1458205312,B2094757D06BA3F9409A,121.594,31.2077,"?【大脸猫昨日工资+半月收入?】 以前一个月工资2000+还得过且过 现在一天赚2000+还不能满足 当你入对了行业跟对了人赚钱永远没有上限的  半个月就收入了7w+? 以前想都不敢想 ?大脸猫向你看齐??? http://t.cn/z82QCMY",4
3954062078762153,1514,99,2243956171,"2016-03-17 17:02:05",1458205325,8008631000000000000,121.695,31.0503,"分享图片 http://t.cn/Ryhaa6H",0
3954062082527510,2439,117,5078378576,"2016-03-17 17:02:06",1458205326,8008631011500000028,121.567,31.0993,"上海浦东新区营业区    罗勇 http://t.cn/Ryh6Jc5",0
3954062099318457,7678,145,3859314415,"2016-03-17 17:02:10",1458205330,B2094654DB65A4FE4793,121.472,31.2124,"我只是嘴巴寂寞了 http://t.cn/z8A9h3B",-2
3954062107880088,3657,129,5093098770,"2016-03-17 17:02:12",1458205332,8008631000000000000,121.444,31.1579,"我来了、我走了 http://t.cn/Ryhaa6H",-2
3954062116107906,3935,131,2657505003,"2016-03-17 17:02:14",1458205334,B2094655D264A1FB429E,121.549,31.172,"心胸宽厚，快乐相伴，福！心胸狭隘，何来快乐，悲！有幸相遇，何必动怒，疑！你走我送，我心依然，静！短暂人生，心怀善字，乐！心胸宽厚，快乐相伴，福！友情相助，人之常情，赞！有缘相遇，此生相识，幸！博友问候，温暖心扉，悦！宽容之心，人皆应有，愿！祝友快乐，幸福一生， http://t.cn/8spjfqe",5
3954062141077205,1151,89,5750482382,"2016-03-17 17:02:20",1458205340,B2094757D06FA7FD4392,121.202,31.0568,"工技大的黑暗料理已经快上天了 http://t.cn/z8Ab3vj",0
3954062154272750,4460,140,5838363222,"2016-03-17 17:02:23",1458205343,8008631011803000000,121.232,31.2311,"太玻璃心，还是想说，所受的白眼我会铭记在心[微笑][微笑]特么的以为自己有多了不起，不以为耻反以为荣，这世界太荒唐[微笑][微笑][微笑][微笑]也只能在心里笑出声[微笑][微笑][微笑][微笑][微笑][微笑] http://t.cn/R2dLxvS",-2
3954062162279226,10121,159,2219807661,"2016-03-17 17:02:25",1458205345,B2094757D168A5F8439D,121.491,31.2549,"人为善，福虽未至，祸已远离； 人为恶，祸虽未至，福已远离。 http://t.cn/R2VXuRX",-5
3954062166474197,7677,145,3794644587,"2016-03-17 17:02:26",1458205346,8008631010100000034,121.466,31.212,"一天的吃的，多了吗？ http://t.cn/R2Wib8H",0
3954062192056713,4892,142,2358513710,"2016-03-17 17:02:31",1458205351,B2094654DB65A6F84598,121.331,31.1978,"Anyway，aboarding.... http://t.cn/RUJBDgk",0
3954062195856356,7676,145,2212584912,"2016-03-17 17:02:33",1458205353,B2094751D26CA1F84692,121.499,31.2007,"? http://t.cn/z8ASoHV",0
3954062242435702,3850,130,2820299655,"2016-03-17 17:02:44",1458205364,8008631000000000000,121.487,31.1749,"今晚6:30，龙珠直播不见不散哦
ps：我就见不得丑到惨绝人寰的人为何还要发出六连拍。像我这样丑的照片只发一张不好吗?

http://t.cn/RUDfElI http://t.cn/Ryhaa6H",-8
3954062283697166,7675,145,2126212684,"2016-03-17 17:02:54",1458205374,B2094757D06EAAFF4099,121.469,31.2065,"妈妈出去旅游的第一顿晚餐～ http://t.cn/z8AlTfy",0
3954062288975865,8136,146,1922813594,"2016-03-17 17:02:55",1458205375,B2094655D264AAF44893,121.559,31.2148,"“有一个很污的女盆友是种怎样的体验[doge]”也是难为妹夫了? http://t.cn/z8AfvhW",-2
3954062304988031,10680,167,1550251663,"2016-03-17 17:02:59",1458205379,8008631000000000000,121.292,31.308,"来上海一年多了，渐渐习惯了这里，离开家心却惦记着家，宝宝在这里陪我 每一天都是那么带劲 稍有不慎 一个巴掌拍死你[吃惊] http://t.cn/Ryhaa6H",0
3954062313381776,2261,114,2892917801,"2016-03-17 17:03:00",1458205380,NULL,NULL,NULL,"里约家的货也不错，看价格后两位拿货价[剪刀手][剪刀手][剪刀手][剪刀手][剪刀手] http://t.cn/RGrYw2z",1
3954062339095601,3656,129,2326879290,"2016-03-17 17:03:06",1458205386,B2094655D26EA0FC4098,121.419,31.1616,"强荐一部电影，完美的世界，超级好看！最后实在感动得不行！感觉这种片子才叫公路片啊！男主会是一个很好的爸爸啊，教给小男孩好多事情，给他缺失的父爱。开始小男孩没穿裤子走路的时候萌死！男主说我这辈子就杀过两个人，一个欺负我妈妈的，一个欺负你的，恨死最后那个射击手了！ http://t.cn/8kdK9FK",-3
3954062346703611,4891,142,1196716914,"2016-03-17 17:03:08",1458205388,B2094654DB65A6F84598,121.331,31.1978,"mu5353. first time in first class,mark http://t.cn/RUJBDgk",0
3954062355892733,2347,116,3840069781,"2016-03-17 17:03:10",1458205390,8008631011515000000,121.554,31.1253,"@博物杂志 @江宁公安在线 是这样 本宝宝上厕所总是掉硬币下去 然后今天掉下去一个跟平时不一样的然后本宝宝捞起来洗干净屎 能告诉我本宝宝洗屎这个举动值不值得嘛@暴走漫画 @暴走日报 http://t.cn/R2dLMoU",1
3954062434853981,3934,131,2657505003,"2016-03-17 17:03:30",1458205410,B2094655D264A1FB429E,121.549,31.172,人生是一场永不落幕的演出，有的人顺从自己，有的人取悦观众。在选择前，要有一张真诚坚定的脸；选择后，要有一颗绝不改变的心。对人多一份宽容，多一份爱心；对事多一份认真，多一份责任；对己多一点要求，多一点警醒。生命是飘泊的云，心是执着的风，懂得珍惜，心经过的地方，就会开出一朵美丽的花。,9
3954062476971841,11579,172,3175521334,"2016-03-17 17:03:39",1458205419,8008631000000000000,121.557,31.308,"周末约一波电影#荒野猎人#   有没有要一起看的[爱你] http://t.cn/Ryhaa6H",-2
3954062502010141,9448,158,3062510123,"2016-03-17 17:03:45",1458205425,8008631010800000011,121.44,31.2771,"[笑哈哈][笑哈哈] http://t.cn/R2Wibna",0
3954062515433205,1681,106,1034309331,"2016-03-17 17:03:49",1458205429,B2094654DB64A3F44892,121.055,31.112,"分享图片 http://t.cn/z8Ax224",0
3954062539573813,8135,146,3984320972,"2016-03-17 17:03:55",1458205435,B2094757D068AAFC4398,121.532,31.2227,"全身酸痛，生活都不容易 http://t.cn/zRtEzor",-1
3954062552875122,1471,96,3278007201,"2016-03-17 17:03:58",1458205438,8008631011201000000,121.531,31.0654,"以色列“Ultrashape优立塑”于2015年登录中国，目前最新已经推出第三代，是世界上效果最好，最安全的非手术聚焦超声波溶脂设备； 一次体验1小时，可减少体围2~6cm，效果当场可以看到。 http://t.cn/R2dLIgV",3
3954062561613270,2193,113,3592272774,"2016-03-17 17:03:59",1458205439,B209445CD26DAAF9419E,121.387,31.1064,"乌冬面 http://t.cn/RUIysfh",0
3954062573864915,10273,160,2711078407,"2016-03-17 17:04:03",1458205443,8008631011532000000,121.559,31.2563,"赶脚半年木吃过面条了，休息天，阴雨天，懒得不行不行的也要爬起来去吃个面......颜值不够味道凑......#我的太阳恋人# http://t.cn/R2dLMjh",-3
3954062581764468,12170,190,5846582484,"2016-03-17 17:04:05",1458205445,8008631011300000001,121.425,31.4171,"我花那么多时间在怀恋过去无非是为难自己 http://t.cn/R2WJ7EP",-1
3954062581899332,8134,146,1734020215,"2016-03-17 17:04:04",1458205444,8008631000000000000,121.539,31.2357,"#EXID# 真的是要笑死我了 ，为了明天FM 今天去接机exid  结果等了好久看到好多保安出来了 站在门口 以为hani她们出来了，结果一看是 狗哥出来了 大家都一愣 （没有人知道狗哥和exid一班飞机，都去接hani的）开始喊狗哥 结果狗哥没人追过去 直接走了ahhhhh。ps：狗哥略矮?? http://t.cn/Ryhaa6H",-1
3954062590294429,3655,129,1816868584,"2016-03-17 17:04:07",1458205447,B2094654DA6DAAFC4193,121.455,31.1708,"最近流行性感冒 我也被中招? 但是书还是要读的证还是要考的 http://t.cn/8keBQe3",0
3954062619672202,10442,161,2746207545,"2016-03-17 17:04:13",1458205453,8008631000000000000,121.587,31.2644,"找到合适工作咯，上海效率就是快，凑齐四张图，可以发条微博啦 http://t.cn/Ryhaa6H",1
3954062640524901,10272,160,2292122145,"2016-03-17 17:04:19",1458205459,8008631011000000011,121.534,31.2715,"如果辽宁被禁赛，那以后主场球迷是不是可以直接和客场球员开打了？球员还手就禁赛，不还手就削他？ http://t.cn/R2WitKK",0
3954062653117705,11343,171,3741013772,"2016-03-17 17:04:22",1458205462,B2094655D36CA6FF4498,121.5,31.2974,"我人生的终点站么？ http://t.cn/z8AUufE",-1
3954062682756083,1570,100,5146783096,"2016-03-17 17:04:29",1458205469,B2094654DB6FA7FE459F,121.747,31.0543,"拿快递的时候发现有个人叫相叶雅纪 我的快递要改名叫松本润 阿楠叫二宫和也[爱你][doge] http://t.cn/z8RoVSV",0
3954062703747313,4890,142,5503890655,"2016-03-17 17:04:34",1458205474,B2094757D06FAAF94699,121.356,31.208,"走[飞机] http://t.cn/z8AiYrq",0
3954062716680427,21,3,1612044177,"2016-03-17 17:04:37",1458205477,B209475DD768A6F9449C,121.336,30.7557,"宝贝王的休闲一刻……☄☄ http://t.cn/8sjOslC",1
3954062728796100,9447,158,1795035002,"2016-03-17 17:04:39",1458205479,8008631011300000002,121.42,31.2623,"上海植物园的樱花品种还真是丰富：尾叶樱、垂枝樱、云南樱花、阳光樱、小松乙女樱、神代曙樱 http://t.cn/R2WJ71y",2
3954062736803435,3933,131,5214959588,"2016-03-17 17:04:42",1458205482,8008631011526000000,121.541,31.1859,"多乐之日的红豆包和奥利奥多拿滋[嘻嘻][嘻嘻]一天吃了好多好多面包?简直幸福炸了好么[怒骂] http://t.cn/RyhTEsk",2
3954062791368363,11056,170,5242375671,"2016-03-17 17:04:55",1458205495,B2094750D164ABFF4899,121.448,31.3239,"在万达影城看完电影去厕所蹲小坑，顿时发现放的是老公的lightsaber，一时间不想起来，硬是蹲完了一整首....... http://t.cn/z8AWvDx",0
3954062905267335,3654,129,1631301914,"2016-03-17 17:05:21",1458205521,B2094654DA65A6FA4199,121.437,31.1558,"带米奇出来春游[太阳] http://t.cn/z8Ab9qR",0
3954062971966799,10120,159,1982183515,"2016-03-17 17:05:38",1458205538,B2094654DB6AAAFF469F,121.478,31.2783,"又要作死勒，让我静静[笑cry][笑cry] http://t.cn/z8AGMvg",-2
3954062989299705,10119,159,2707473705,"2016-03-17 17:05:42",1458205542,B2094654D56EABFB449D,121.511,31.2721,"疯狂动物城确实还行～怎么会有人睡着还打呼噜[哼][哼][哼] http://t.cn/z8AKz9W",4
3954063042952725,3653,129,5681469318,"2016-03-17 17:05:55",1458205555,8008631000000000000,121.454,31.1568,"我有一个爱我的老公此生足矣了，我就是他手心里的宝[害羞][害羞][害羞] http://t.cn/Ryhaa6H",-2
3954063106273958,8709,156,5883004325,"2016-03-17 17:06:10",1458205570,B2094757D068A6FC459B,121.318,31.2611,"分享图片 http://t.cn/z8AYbIN",0
3954063110111453,10118,159,1706536154,"2016-03-17 17:06:11",1458205571,8008631010800000013,121.466,31.2603,"我知道坚持要走是你受伤的借口 http://t.cn/R2WiVjx",0
3954063131097790,3150,128,2673282073,"2016-03-17 17:06:16",1458205576,B2094655D265A3FE489F,121.412,31.1706,"听工程设计师们分享设计案例和经验。下礼拜一又要✈️山东了?。 http://t.cn/z8Artpx",1
3954063135917665,2192,113,3703933877,"2016-03-17 17:06:17",1458205577,B2094757D06FA0F54599,121.401,31.1314,"分享图片 http://t.cn/z84Dr2U",0
3954063144319104,8319,147,5307341006,"2016-03-17 17:06:19",1458205579,8008631011500000026,121.58,31.2069,"分享图片 http://t.cn/R2WJCSm",0
3954063173073872,5388,143,1763025932,"2016-03-17 17:06:26",1458205586,B2094757D068A4F84999,121.401,31.2065,"回来先大吃一顿 http://t.cn/z89jDVc",1
3954063198903538,11773,178,2282207610,"2016-03-17 17:06:32",1458205592,8008631011405000000,121.275,31.3797,"刚刚在翻戴牙箍之前的照片，我好瘦啊……不是之前听人家说戴牙箍之后各种难受会瘦的嘛，为什么我胖了那么多！！！你们这些人还一天天地说我脸小，现在明明那么大了……[泪][泪][泪][泪][泪][泪][泪][泪][拜拜][拜拜][拜拜][拜拜][拜拜][拜拜] http://t.cn/R2dLMty",-6
3954063227994254,47,11,5695583825,"2016-03-17 17:06:39",1458205599,8008631011607000000,121.427,30.8165,"我制作了一个漂亮的相册:A的相册，点击打开看看吧！http://t.cn/RGrYqNR http://t.cn/R2dLMn0",1
3954063261221813,11342,171,1233093981,"2016-03-17 17:06:47",1458205607,B2094655D26CA6FE479B,121.505,31.3,"来听听民国边疆军阀问题 http://t.cn/z8Apw5U",-2
3954063269619129,8708,156,5883004325,"2016-03-17 17:06:49",1458205609,B2094757D068A6FC459B,121.318,31.2611,"分享图片 http://t.cn/z8AYbIN",0
3954063308137952,1347,92,1794516973,"2016-03-17 17:06:58",1458205618,B2094757D569A1F8419C,121.315,31.0746,"下了高速就开始堵 http://t.cn/z8Ax8PA",-1
3954063400243493,2552,123,1579214862,"2016-03-17 17:07:20",1458205640,B2094757D16BA1FB4392,121.115,31.1543,"今天早上，小鱼儿神秘兮兮的走过来找我，她说，你微博上说喜欢的那套瓷器你买了吗，我说，没有呢。她笑得跟偷了腥的猫一样，我给你买啦，早上睡不着我翻你微博，翻到2013年啦，终于知道你是30号的白羊，我就给你买了你喜欢的瓷器啦，我忽然有些泪盈于睫，想到了一些前尘往事。 http://t.cn/z8o38qV",-5
3954063425002319,10539,162,5727315946,"2016-03-17 17:07:26",1458205646,B2094655D26BA7F84499,121.655,31.2705,"好吧我感觉这可能又是一条作死微博。想说什么呢？谁碰到事儿的时候当时不会骂一句去你妈的。可是因为喜欢，所以包容所有能包容的不能包容的。爱你。 http://t.cn/R2VNnzJ",-2
3954063450625110,534,72,1104652842,"2016-03-17 17:07:32",1458205652,8008631000000000000,121.288,31.0015,"2015.02            那时候我们还那么要好[微笑] http://t.cn/Ryhaa6H",2
3954063462144983,3849,130,1658183934,"2016-03-17 17:07:35",1458205655,B2094750D365A4F5489C,121.494,31.1837,"膜 http://t.cn/z8AT9rU",0
3954063475034594,7674,145,5483891046,"2016-03-17 17:07:38",1458205658,B2094757D06FA2FC4092,121.48,31.2301,"该拜拜的人就拜拜，轻松一点，即使孤独，即使劳累，人生也不过如此！ 做自己想做的事，成为自己想要成为的人，这就是追求，我懂即可…… http://t.cn/z8bAwyL",1
3954063508614772,5387,143,1763025932,"2016-03-17 17:07:46",1458205666,8008631010500000010,121.4,31.2065,"→_→反正医生没让我做 http://t.cn/RyhlSSW",-1
3954063546717612,7673,145,2959545045,"2016-03-17 17:07:55",1458205675,B2094753DA6EA4FD4092,121.48,31.2,"上课听歌 好慌…忍不住的抖腿点头[微笑] http://t.cn/8sAccqI",1
3954063605155507,4416,136,2298986055,"2016-03-17 17:08:09",1458205689,B2094655D26BA2F54698,121.806,31.1502,"几十张照片就剩几张能看[拜拜][拜拜][拜拜]还是糊的不得了[泪][泪][泪]LE今天估计又强行圈了一波粉[微笑]太帅太高太美#EXID# 明天见[心][心][心] http://t.cn/8kkzRHB",0
3954063626640833,10441,161,5678782773,"2016-03-17 17:08:14",1458205694,B2094757D06FA1F5449C,121.582,31.2797,"彼年豆蔻 谁许谁天荒地老。 http://t.cn/z85NOsN",1
3954063677020045,2853,127,2740269445,"2016-03-17 17:08:26",1458205706,B2094655D26EA0F4449A,121.352,31.1767,"上海迪斯尼[兔子][兔子] http://t.cn/z8AsYqn",0
3954063677079607,5386,143,5794298182,"2016-03-17 17:08:26",1458205706,B2094757D06FA7FA4393,121.405,31.2292,"#爱在记忆中找你-林峯[音乐]##一日分享一首歌##30天计划# http://t.cn/R2Ljdbz",0
3954063685415645,2852,127,3185918975,"2016-03-17 17:08:28",1458205708,8008631011200000010,121.349,31.158,"我们渴望靠近，一段时间，又主动疏远 http://t.cn/R2WJCKa",1
3954063692852731,3652,129,5353057828,"2016-03-17 17:08:30",1458205710,8008631010400000037,121.435,31.143,"非常草率的解决了晚饭[doge] http://t.cn/R2W6NJt",0
3954063722734260,9446,158,2064334907,"2016-03-17 17:08:36",1458205716,B2094750D26CA5FC499F,121.456,31.2486,"手，，，机，，，充，，，电，，，器，，，，没，，，带，，，，蠢，，，哭，，，了，，，近朱者赤，，，， http://t.cn/zRf2wO4",0
3954063739725935,3149,128,5623221157,"2016-03-17 17:08:41",1458205721,8008631000000000000,121.384,31.1746,"我们都很好，只是时间不凑巧 ，余生各自安好。 http://t.cn/Ryhaa6H",2
3954063802699322,8133,146,2170302984,"2016-03-17 17:08:56",1458205736,8008631011500000027,121.534,31.225,"才想起来ダメな私已经完结了！啊呀最后一集回去看看看！上一集结局太心疼ミチコ了…「肉食べようっと」 http://t.cn/Ryhpqpe",-2
3954063819491826,11341,171,5571376210,"2016-03-17 17:09:00",1458205740,8008631011000000003,121.508,31.3007,"讲道理，日文真的好看 http://t.cn/R2WJz7p",NULL
3954063831278901,9445,158,1835056865,"2016-03-17 17:09:03",1458205743,8008631010800000009,121.452,31.2736,"对于女人来说，任何华丽的服饰珠宝，其实都比不上没有一点色斑、白皙通透的脸蛋 ，如何成为美丽靓佳人，那个女人不爱美，常言道爱美之心人皆有之啊！？美丽、漂亮、青春、活力、是每个爱美女士所追求的，可是随着岁月的流逝，越来越多的女性发现自己的青春已经远去，青春靓丽的脸庞已不复存在，各类肌",10
3954063840252548,8707,156,5883004325,"2016-03-17 17:09:04",1458205744,B2094757D068A6FC459B,121.318,31.2611,"分享图片 http://t.cn/z8AYbIN",0
3954063911606976,7672,145,2461360235,"2016-03-17 17:09:22",1458205762,8008631010101000000,121.482,31.2308,"真的是累到炸，所以对这儿的印象一点也不好。[悲伤] http://t.cn/R2dLItN",-2
3954063940989658,7671,145,1784225171,"2016-03-17 17:09:29",1458205769,8008631000000000000,121.475,31.2172,"18K金粉蓝宝戒指 甜蜜的爱意 闪闪惹人爱 [爱心]  主石：0.66ct    钻石：0.268ct    总重：3.99g    手寸：13#  可改手寸 http://t.cn/Ryhaa6H",2
3954063957119477,2191,113,5582043155,"2016-03-17 17:09:33",1458205773,B2094757D06FA0F54599,121.401,31.1314,"最近频繁看到那句：既想朝九晚五，又想浪迹天涯[笑哈哈] http://t.cn/z84Dr2U",-1
3954064029452419,7670,145,2396167062,"2016-03-17 17:09:49",1458205789,NULL,NULL,NULL,"今天逛了城隍庙 http://t.cn/RGrYx9L",0
3954064037218323,10538,162,3962027576,"2016-03-17 17:09:51",1458205791,B2094757D06FA0F94692,121.654,31.2764,"明天开始就是三休日了? http://t.cn/z8ATHrS",0
3954064126024737,2190,113,5674738804,"2016-03-17 17:10:12",1458205812,NULL,NULL,NULL,"断断续续做了两个月，今天终于装瓶??别怪我太懒  第一批试验成功 染色鱼骨标本  ? http://t.cn/RGrYJ8p",-2
3954064179975939,9444,158,3674850640,"2016-03-17 17:10:26",1458205826,B2094655D36CA2F44592,121.456,31.2516,"， http://t.cn/R2LRzxq",0
3954064180610891,4415,136,2208855067,"2016-03-17 17:10:26",1458205826,B2094655D26BA2F54698,121.806,31.1502,"排骨土豆汤 http://t.cn/8kkzRHB",0
3954064184499833,2346,116,5816186247,"2016-03-17 17:10:27",1458205827,8008631011523000000,121.527,31.1286,"6黑银low  男女全 36-46。 http://t.cn/RyhTBae",0
3954064188702495,1150,89,3517885467,"2016-03-17 17:10:28",1458205828,8008631000000000000,121.189,31.0531,"来三斤美食[白眼] http://t.cn/Ryhaa6H",0
3954064204606767,11340,171,5587413502,"2016-03-17 17:10:32",1458205832,B2094655D36CA6FF4498,121.5,31.2974,"#周四油画课# 本来想画的阳光一点的，一边画一边想着毕业论文，就变成这样了[泪] http://t.cn/z8AUufE",0
3954064264321586,8706,156,5883004325,"2016-03-17 17:10:46",1458205846,B2094757D068A6FC459B,121.318,31.2611,"分享图片 http://t.cn/z8AYbIN",0
3954064272031667,7669,145,2006146861,"2016-03-17 17:10:48",1458205848,8008631010100000013,121.464,31.219,"试衣间好像可以做些什么[偷笑][偷笑] http://t.cn/R2WJ78d",0
3954064284306354,1644,101,2957698492,"2016-03-17 17:10:51",1458205851,B2094654DB6FA5F5469C,121.777,31.0506,"太无聊扎了个丸子头 顺便撸个妆 http://t.cn/z8AVrvq",-2
3954064301415305,10117,159,1879023632,"2016-03-17 17:10:55",1458205855,B2094757D06EAAFB469F,121.48,31.2702,"原来这个点的三号线已经挤满了…???… http://t.cn/z8AtYcj",-1
3954064376974256,8132,146,2186460095,"2016-03-17 17:11:12",1458205872,B2094757D06FA4FF4893,121.563,31.2129,"日马印中西泰，让你一次都吃遍的魔都自助餐http://t.cn/RGrYXWQ http://t.cn/z8LaFoq",-1
3954064460660361,2260,114,2960274145,"2016-03-17 17:11:32",1458205892,B2094757D06FA2FA4192,121.449,31.1276,"什么鬼 http://t.cn/z8UZWvp",0
3954064474241076,9443,158,2647408914,"2016-03-17 17:11:36",1458205896,B2094757D06FA5FA4293,121.426,31.2457,"好不容易熬过了冬天，却差点冻死在这春天[生病] http://t.cn/z8UaY85",0
3954064520161456,8131,146,5496892191,"2016-03-17 17:11:47",1458205907,8008631000000000000,121.546,31.2059,"离职第10天，运动第一天，体重108[哼][哼][哼] http://t.cn/Ryhaa6H",0
3954064565594575,2851,127,2330483074,"2016-03-17 17:11:58",1458205918,8008631011200000034,121.34,31.1687,"挺累的一天。。[傻眼] http://t.cn/RyhC7A6",0
3954064570236852,1795,110,5537757301,"2016-03-17 17:11:58",1458205918,B2094757D068A0F9409F,121.262,31.109,"分享图片 http://t.cn/z8LGmD3",0
3954064578934355,4048,134,2018389147,"2016-03-17 17:12:01",1458205921,B209445CD369A1F4499B,121.68,31.1758,"这地儿看出来是迪斯尼了 http://t.cn/RU6jT3u",0
3954064666616824,12229,191,3995837325,"2016-03-17 17:12:22",1458205942,B2094757D06FA6FD419B,121.489,31.3939,"上天眷顾   所遇皆所爱[鲜花][鲜花]
#去踏青吧#     我们去踏青吖   @～～ http://t.cn/z8AKJwi",1
3954064683127477,11339,171,2019234531,"2016-03-17 17:12:26",1458205946,B2094655D26AABF8419A,121.486,31.2997,"#电动车充电站#追日电气副总裁毛卫民毛总与富电庞勇、鼎充颜总和聚电郭总以及廖博士一同探讨充电产业发展[好喜欢]@鼎充充电桩 @聚电车间 @富电科技TellusPower http://t.cn/z8GaeQ2",2
3954064830562616,238,42,5285367916,"2016-03-17 17:13:01",1458205981,B2094655D26BA1FA4599,121.614,30.9179,"?老妈说要和我合影[偷乐][偷乐] http://t.cn/z8JedAC",-2
3954064855456872,12014,184,2338041124,"2016-03-17 17:13:07",1458205987,8008631011528000000,121.565,31.3514,"什么A4腰，我妈说了 http://t.cn/R2dLMOm",-2
3954064871748676,20,3,3163571551,"2016-03-17 17:13:11",1458205991,B209475DD768A6F9449C,121.336,30.7557,"今年的春茶嫩芽被冻坏了，白茶和龙井要减产的节奏。 http://t.cn/8sjOslC",0
